user,item,rating,companion:alone,companion:family,companion:na,companion:partner,location:cinema,location:home,location:na,time:na,time:weekday,time:weekend
1108,tt0319262,5,0,0,1,0,0,0,1,1,0,0
1108,tt0266543,5,0,0,1,0,0,0,1,1,0,0
1108,tt0213149,5,0,0,1,0,0,0,1,1,0,0
1108,tt1657301,5,0,0,1,0,0,0,1,1,0,0
1108,tt2096673,5,0,0,1,0,0,0,1,1,0,0
1108,tt0114148,5,0,0,1,0,0,0,1,1,0,0
1108,tt0110357,5,0,0,1,0,0,0,1,1,0,0
1108,tt0462538,5,0,0,1,0,0,0,1,1,0,0
1020,tt1190080,4,0,0,1,0,0,0,1,1,0,0
1020,tt3254460,3,0,0,1,0,0,0,1,1,0,0
1020,tt0319262,4,0,0,1,0,0,0,1,1,0,0
1020,tt3793764,3,0,0,1,0,0,0,1,1,0,0
1020,tt0800369,3,0,0,1,0,0,0,1,1,0,0
1020,tt0268380,3,0,0,1,0,0,0,1,1,0,0
1020,tt0441773,3,0,0,1,0,0,0,1,1,0,0
1020,tt1453405,3,0,0,1,0,0,0,1,1,0,0
1020,tt0114148,3,0,0,1,0,0,0,1,1,0,0
1020,tt0110357,4,0,0,1,0,0,0,1,1,0,0
1020,tt0382625,4,0,0,1,0,0,0,1,1,0,0
1020,tt0147800,5,0,0,1,0,0,0,1,1,0,0
1020,tt1041829,2,0,0,1,0,0,0,1,1,0,0
1020,tt0120338,4,0,0,1,0,0,0,1,1,0,0
1020,tt0454876,2,0,0,1,0,0,0,1,1,0,0
1020,tt3637328,2,0,0,1,0,0,0,1,1,0,0
1020,tt0266543,3,0,0,1,0,0,0,1,1,0,0
1020,tt2251217,2,0,0,1,0,0,0,1,1,0,0
1020,tt4052394,1,0,0,1,0,0,0,1,1,0,0
1003,tt0454876,3,0,0,1,0,0,0,1,1,0,0
1003,tt0120912,4,0,0,1,0,0,0,1,1,0,0
1003,tt3793764,3,0,0,1,0,0,0,1,1,0,0
1003,tt0114148,1,0,0,1,0,0,0,1,1,0,0
1003,tt0110357,1,0,0,1,0,0,0,1,1,0,0
1003,tt0109830,3,0,0,1,0,0,0,1,1,0,0
1003,tt1707386,4,0,0,1,0,0,0,1,1,0,0
1003,tt0120338,4,0,0,1,0,0,0,1,1,0,0
1003,tt0088763,2,0,0,1,0,0,0,1,1,0,0
1003,tt0133093,4,0,0,1,0,0,0,1,1,0,0
1003,tt1099212,3,0,0,1,0,0,0,1,1,0,0
1003,tt0462538,1,0,0,1,0,0,0,1,1,0,0
1003,tt0378194,1,0,0,1,0,0,0,1,1,0,0
1003,tt1291150,1,0,0,1,0,0,0,1,1,0,0
1003,tt0454876,1,1,0,0,0,1,0,0,0,1,0
1003,tt0120912,1,1,0,0,0,1,0,0,0,1,0
1003,tt3793764,1,1,0,0,0,1,0,0,0,1,0
1003,tt0114148,1,1,0,0,0,1,0,0,0,1,0
1003,tt0110357,1,1,0,0,0,1,0,0,0,1,0
1003,tt0109830,1,1,0,0,0,1,0,0,0,1,0
1003,tt1707386,1,1,0,0,0,1,0,0,0,1,0
1003,tt0120338,1,1,0,0,0,1,0,0,0,1,0
1003,tt0088763,1,1,0,0,0,1,0,0,0,1,0
1003,tt0133093,1,1,0,0,0,1,0,0,0,1,0
1003,tt1099212,1,1,0,0,0,1,0,0,0,1,0
1003,tt0454876,1,0,1,0,0,0,1,0,0,1,0
1003,tt0120912,1,0,1,0,0,0,1,0,0,1,0
1003,tt3793764,1,0,1,0,0,0,1,0,0,1,0
1003,tt0114148,1,0,1,0,0,0,1,0,0,1,0
1003,tt0110357,1,0,1,0,0,0,1,0,0,1,0
1003,tt0109830,1,0,1,0,0,0,1,0,0,1,0
1003,tt1707386,1,0,1,0,0,0,1,0,0,1,0
1003,tt0120338,1,0,1,0,0,0,1,0,0,1,0
1003,tt0088763,1,0,1,0,0,0,1,0,0,1,0
1003,tt0133093,1,0,1,0,0,0,1,0,0,1,0
1003,tt1099212,1,0,1,0,0,0,1,0,0,1,0
1003,tt0462538,1,1,0,0,0,0,1,0,0,1,0
1003,tt0378194,1,1,0,0,0,0,1,0,0,1,0
1003,tt1291150,1,1,0,0,0,0,1,0,0,1,0
1003,tt0462538,1,0,1,0,0,0,1,0,0,1,0
1003,tt0378194,1,0,1,0,0,0,1,0,0,1,0
1003,tt1291150,1,0,1,0,0,0,1,0,0,1,0
1019,tt0454876,5,0,0,1,0,0,0,1,1,0,0
1019,tt0319262,5,0,0,1,0,0,0,1,1,0,0
1019,tt0266543,5,0,0,1,0,0,0,1,1,0,0
1019,tt0268380,5,0,0,1,0,0,0,1,1,0,0
1019,tt0110357,5,0,0,1,0,0,0,1,1,0,0
1019,tt0114369,5,0,0,1,0,0,0,1,1,0,0
1019,tt0088763,5,0,0,1,0,0,0,1,1,0,0
1019,tt1375666,5,0,0,1,0,0,0,1,1,0,0
1019,tt0945513,5,0,0,1,0,0,0,1,1,0,0
1019,tt0133093,5,0,0,1,0,0,0,1,1,0,0
1019,tt1055369,4,0,0,1,0,0,0,1,1,0,0
1019,tt0454848,3,0,0,1,0,0,0,1,1,0,0
1019,tt0378194,3,0,0,1,0,0,0,1,1,0,0
1019,tt0944835,3,0,0,1,0,0,0,1,1,0,0
1046,tt0378194,3,0,0,1,0,0,0,1,1,0,0
1046,tt0111161,3,0,0,1,0,0,0,1,1,0,0
1046,tt3510098,4,0,0,1,0,0,0,1,1,0,0
1046,tt1375666,4,0,0,1,0,0,0,1,1,0,0
1046,tt0110475,2,0,0,1,0,0,0,1,1,0,0
1046,tt0413267,1,0,0,1,0,0,0,1,1,0,0
1046,tt0362165,1,0,0,1,0,0,0,1,1,0,0
1046,tt1291150,1,0,0,1,0,0,0,1,1,0,0
1046,tt0378194,1,1,0,0,0,0,1,0,0,1,0
1046,tt0111161,1,1,0,0,0,0,1,0,0,1,0
1046,tt3510098,1,1,0,0,0,0,1,0,0,1,0
1046,tt1375666,1,1,0,0,0,0,1,0,0,1,0
1046,tt0110475,1,1,0,0,0,0,1,0,0,1,0
1046,tt0378194,2,1,0,0,0,1,0,0,0,1,0
1046,tt0111161,3,1,0,0,0,1,0,0,0,1,0
1046,tt3510098,2,1,0,0,0,1,0,0,0,1,0
1046,tt1375666,3,1,0,0,0,1,0,0,0,1,0
1046,tt0110475,3,1,0,0,0,1,0,0,0,1,0
1046,tt0378194,2,0,0,0,1,0,1,0,0,0,1
1046,tt0111161,2,0,0,0,1,0,1,0,0,0,1
1046,tt3510098,2,0,0,0,1,0,1,0,0,0,1
1046,tt1375666,3,0,0,0,1,0,1,0,0,0,1
1046,tt0110475,3,0,0,0,1,0,1,0,0,0,1
1046,tt0413267,2,1,0,0,0,1,0,0,0,0,1
1046,tt0362165,2,1,0,0,0,1,0,0,0,0,1
1046,tt1291150,2,1,0,0,0,1,0,0,0,0,1
1046,tt0413267,2,0,1,0,0,0,1,0,0,1,0
1046,tt0362165,3,0,1,0,0,0,1,0,0,1,0
1046,tt1291150,2,0,1,0,0,0,1,0,0,1,0
1046,tt0413267,3,0,1,0,0,1,0,0,0,0,1
1046,tt0362165,2,0,1,0,0,1,0,0,0,0,1
1046,tt1291150,1,0,1,0,0,1,0,0,0,0,1
1067,tt0356910,3,0,0,1,0,0,0,1,1,0,0
1067,tt3793764,4,0,0,1,0,0,0,1,1,0,0
1067,tt0111161,4,0,0,1,0,0,0,1,1,0,0
1067,tt0120338,5,0,0,1,0,0,0,1,1,0,0
1067,tt1099212,5,0,0,1,0,0,0,1,1,0,0
1067,tt0462538,1,0,0,1,0,0,0,1,1,0,0
1067,tt0378194,1,0,0,1,0,0,0,1,1,0,0
1067,tt1632708,1,0,0,1,0,0,0,1,1,0,0
1067,tt0356910,1,0,0,0,1,1,0,0,0,1,0
1067,tt3793764,1,0,0,0,1,1,0,0,0,1,0
1067,tt0111161,1,0,0,0,1,1,0,0,0,1,0
1067,tt0120338,1,0,0,0,1,1,0,0,0,1,0
1067,tt1099212,1,0,0,0,1,1,0,0,0,1,0
1067,tt0356910,4,0,0,0,1,1,0,0,0,0,1
1067,tt3793764,5,0,0,0,1,1,0,0,0,0,1
1067,tt0111161,2,0,0,0,1,1,0,0,0,0,1
1067,tt0120338,2,0,0,0,1,1,0,0,0,0,1
1067,tt1099212,1,0,0,0,1,1,0,0,0,0,1
1067,tt0356910,5,0,0,0,1,0,1,0,0,0,1
1067,tt3793764,5,0,0,0,1,0,1,0,0,0,1
1067,tt0111161,5,0,0,0,1,0,1,0,0,0,1
1067,tt0120338,5,0,0,0,1,0,1,0,0,0,1
1067,tt1099212,2,0,0,0,1,0,1,0,0,0,1
1067,tt0462538,1,0,1,0,0,1,0,0,0,0,1
1067,tt0378194,1,0,1,0,0,1,0,0,0,0,1
1067,tt1632708,1,0,1,0,0,1,0,0,0,0,1
1067,tt0462538,1,0,0,0,1,1,0,0,0,1,0
1067,tt0378194,2,0,0,0,1,1,0,0,0,1,0
1067,tt1632708,1,0,0,0,1,1,0,0,0,1,0
1067,tt0462538,1,0,0,0,1,1,0,0,0,0,1
1067,tt0378194,1,0,0,0,1,1,0,0,0,0,1
1067,tt1632708,1,0,0,0,1,1,0,0,0,0,1
1018,tt0110357,4,0,0,1,0,0,0,1,1,0,0
1018,tt0111161,5,0,0,1,0,0,0,1,1,0,0
1018,tt0169547,5,0,0,1,0,0,0,1,1,0,0
1018,tt0367594,5,0,0,1,0,0,0,1,1,0,0
1018,tt0133093,5,0,0,1,0,0,0,1,1,0,0
1018,tt0120338,1,0,0,1,0,0,0,1,1,0,0
1018,tt1291150,1,0,0,1,0,0,0,1,1,0,0
1018,tt1099212,1,0,0,1,0,0,0,1,1,0,0
1018,tt0110357,4,0,1,0,0,0,1,0,0,0,1
1018,tt0111161,5,0,1,0,0,0,1,0,0,0,1
1018,tt0169547,4,0,1,0,0,0,1,0,0,0,1
1018,tt0367594,5,0,1,0,0,0,1,0,0,0,1
1018,tt0133093,3,0,1,0,0,0,1,0,0,0,1
1018,tt0110357,4,0,0,0,1,1,0,0,0,1,0
1018,tt0111161,5,0,0,0,1,1,0,0,0,1,0
1018,tt0169547,5,0,0,0,1,1,0,0,0,1,0
1018,tt0367594,5,0,0,0,1,1,0,0,0,1,0
1018,tt0133093,5,0,0,0,1,1,0,0,0,1,0
1018,tt0120338,1,1,0,0,0,0,1,0,0,0,1
1018,tt1291150,1,1,0,0,0,0,1,0,0,0,1
1018,tt1099212,1,1,0,0,0,0,1,0,0,0,1
1018,tt0120338,1,0,1,0,0,0,1,0,0,0,1
1018,tt1291150,1,0,1,0,0,0,1,0,0,0,1
1018,tt1099212,1,0,1,0,0,0,1,0,0,0,1
1007,tt0319262,5,0,0,1,0,0,0,1,1,0,0
1007,tt0441773,5,0,0,1,0,0,0,1,1,0,0
1007,tt0232500,4,0,0,1,0,0,0,1,1,0,0
1007,tt0343660,3,0,0,1,0,0,0,1,1,0,0
1007,tt1055369,4,0,0,1,0,0,0,1,1,0,0
1007,tt1190080,2,0,0,1,0,0,0,1,1,0,0
1007,tt3254460,1,0,0,1,0,0,0,1,1,0,0
1007,tt2574698,1,0,0,1,0,0,0,1,1,0,0
1007,tt0319262,5,0,1,0,0,0,1,0,0,1,0
1007,tt0441773,5,0,1,0,0,0,1,0,0,1,0
1007,tt0232500,5,0,1,0,0,0,1,0,0,1,0
1007,tt0343660,4,0,1,0,0,0,1,0,0,1,0
1007,tt1055369,5,0,1,0,0,0,1,0,0,1,0
1007,tt0319262,5,0,1,0,0,0,1,0,0,0,1
1007,tt0441773,5,0,1,0,0,0,1,0,0,0,1
1007,tt0232500,5,0,1,0,0,0,1,0,0,0,1
1007,tt0343660,4,0,1,0,0,0,1,0,0,0,1
1007,tt1055369,5,0,1,0,0,0,1,0,0,0,1
1007,tt1190080,1,1,0,0,0,0,1,0,0,1,0
1007,tt3254460,1,1,0,0,0,0,1,0,0,1,0
1007,tt2574698,1,1,0,0,0,0,1,0,0,1,0
1007,tt1190080,1,0,1,0,0,1,0,0,0,1,0
1007,tt3254460,1,0,1,0,0,1,0,0,0,1,0
1007,tt2574698,1,0,1,0,0,1,0,0,0,1,0
1009,tt0454876,4,0,0,1,0,0,0,1,1,0,0
1009,tt0181689,5,0,0,1,0,0,0,1,1,0,0
1009,tt1453405,5,0,0,1,0,0,0,1,1,0,0
1009,tt0993846,4,0,0,1,0,0,0,1,1,0,0
1009,tt0211915,5,0,0,1,0,0,0,1,1,0,0
1009,tt3637328,2,0,0,1,0,0,0,1,1,0,0
1009,tt3793764,2,0,0,1,0,0,0,1,1,0,0
1009,tt1099212,1,0,0,1,0,0,0,1,1,0,0
1009,tt0454876,4,0,0,0,1,1,0,0,0,1,0
1009,tt0181689,4,0,0,0,1,1,0,0,0,1,0
1009,tt1453405,5,0,0,0,1,1,0,0,0,1,0
1009,tt0993846,4,0,0,0,1,1,0,0,0,1,0
1009,tt0211915,5,0,0,0,1,1,0,0,0,1,0
1009,tt0454876,4,0,0,0,1,1,0,0,0,0,1
1009,tt0181689,5,0,0,0,1,1,0,0,0,0,1
1009,tt1453405,5,0,0,0,1,1,0,0,0,0,1
1009,tt0993846,4,0,0,0,1,1,0,0,0,0,1
1009,tt0211915,5,0,0,0,1,1,0,0,0,0,1
1009,tt3637328,2,0,1,0,0,0,1,0,0,0,1
1009,tt3793764,2,0,1,0,0,0,1,0,0,0,1
1009,tt1099212,1,0,1,0,0,0,1,0,0,0,1
1009,tt3637328,2,0,0,0,1,1,0,0,0,0,1
1009,tt3793764,2,0,0,0,1,1,0,0,0,0,1
1009,tt1099212,1,0,0,0,1,1,0,0,0,0,1
1048,tt1190080,4,0,0,1,0,0,0,1,1,0,0
1048,tt1369829,4,0,0,1,0,0,0,1,1,0,0
1048,tt0454876,4,0,0,1,0,0,0,1,1,0,0
1048,tt0181689,4,0,0,1,0,0,0,1,1,0,0
1048,tt0120912,4,0,0,1,0,0,0,1,1,0,0
1048,tt0356910,3,0,0,1,0,0,0,1,1,0,0
1048,tt3637328,3,0,0,1,0,0,0,1,1,0,0
1048,tt0213149,5,0,0,1,0,0,0,1,1,0,0
1048,tt1190080,4,0,1,0,0,0,1,0,0,1,0
1048,tt1369829,4,0,1,0,0,0,1,0,0,1,0
1048,tt0454876,5,0,1,0,0,0,1,0,0,1,0
1048,tt0181689,3,0,1,0,0,0,1,0,0,1,0
1048,tt0120912,4,0,1,0,0,0,1,0,0,1,0
1048,tt1190080,2,0,0,0,1,1,0,0,0,0,1
1048,tt1369829,3,0,0,0,1,1,0,0,0,0,1
1048,tt0454876,3,0,0,0,1,1,0,0,0,0,1
1048,tt0181689,3,0,0,0,1,1,0,0,0,0,1
1048,tt0120912,4,0,0,0,1,1,0,0,0,0,1
1048,tt0356910,3,0,1,0,0,1,0,0,0,0,1
1048,tt3637328,3,0,1,0,0,1,0,0,0,0,1
1048,tt0213149,4,0,1,0,0,1,0,0,0,0,1
1048,tt0356910,3,0,0,0,1,0,1,0,0,0,1
1048,tt3637328,3,0,0,0,1,0,1,0,0,0,1
1048,tt0213149,4,0,0,0,1,0,1,0,0,0,1
1057,tt1637706,3,0,0,1,0,0,0,1,1,0,0
1057,tt0378194,4,0,0,1,0,0,0,1,1,0,0
1057,tt0376541,5,0,0,1,0,0,0,1,1,0,0
1057,tt0088763,5,0,0,1,0,0,0,1,1,0,0
1057,tt0133093,5,0,0,1,0,0,0,1,1,0,0
1057,tt0120912,1,0,0,1,0,0,0,1,1,0,0
1057,tt4411490,1,0,0,1,0,0,0,1,1,0,0
1057,tt0362165,1,0,0,1,0,0,0,1,1,0,0
1057,tt0343660,1,0,0,1,0,0,0,1,1,0,0
1057,tt0816199,1,0,0,1,0,0,0,1,1,0,0
1057,tt1637706,2,0,1,0,0,1,0,0,0,0,1
1057,tt0378194,3,0,1,0,0,1,0,0,0,0,1
1057,tt0376541,1,0,1,0,0,1,0,0,0,0,1
1057,tt0088763,5,0,1,0,0,1,0,0,0,0,1
1057,tt0133093,4,0,1,0,0,1,0,0,0,0,1
1057,tt1637706,2,0,0,0,1,1,0,0,0,1,0
1057,tt0378194,5,0,0,0,1,1,0,0,0,1,0
1057,tt0376541,1,0,0,0,1,1,0,0,0,1,0
1057,tt0088763,4,0,0,0,1,1,0,0,0,1,0
1057,tt0133093,3,0,0,0,1,1,0,0,0,1,0
1057,tt1637706,2,0,0,0,1,1,0,0,0,0,1
1057,tt0378194,4,0,0,0,1,1,0,0,0,0,1
1057,tt0376541,1,0,0,0,1,1,0,0,0,0,1
1057,tt0088763,3,0,0,0,1,1,0,0,0,0,1
1057,tt0133093,5,0,0,0,1,1,0,0,0,0,1
1057,tt0120912,1,0,1,0,0,0,1,0,0,0,1
1057,tt4411490,1,0,1,0,0,0,1,0,0,0,1
1057,tt0362165,1,0,1,0,0,0,1,0,0,0,1
1057,tt0343660,1,0,1,0,0,0,1,0,0,0,1
1057,tt0816199,1,0,1,0,0,0,1,0,0,0,1
1057,tt0120912,1,0,1,0,0,1,0,0,0,1,0
1057,tt4411490,1,0,1,0,0,1,0,0,0,1,0
1057,tt0362165,1,0,1,0,0,1,0,0,0,1,0
1057,tt0343660,1,0,1,0,0,1,0,0,0,1,0
1057,tt0816199,1,0,1,0,0,1,0,0,0,1,0
1057,tt0120912,1,0,1,0,0,1,0,0,0,0,1
1057,tt4411490,1,0,1,0,0,1,0,0,0,0,1
1057,tt0362165,1,0,1,0,0,1,0,0,0,0,1
1057,tt0343660,1,0,1,0,0,1,0,0,0,0,1
1057,tt0816199,1,0,1,0,0,1,0,0,0,0,1
1030,tt0454876,4,0,0,1,0,0,0,1,1,0,0
1030,tt3793764,3,0,0,1,0,0,0,1,1,0,0
1030,tt0268380,5,0,0,1,0,0,0,1,1,0,0
1030,tt0138097,5,0,0,1,0,0,0,1,1,0,0
1030,tt3510098,4,0,0,1,0,0,0,1,1,0,0
1030,ttnanana1,2,0,0,1,0,0,0,1,1,0,0
1030,tt0993846,2,0,0,1,0,0,0,1,1,0,0
1030,tt0110475,1,0,0,1,0,0,0,1,1,0,0
1030,tt0454876,2,1,0,0,0,0,1,0,0,1,0
1030,tt3793764,4,1,0,0,0,0,1,0,0,1,0
1030,tt0268380,5,1,0,0,0,0,1,0,0,1,0
1030,tt0138097,2,1,0,0,0,0,1,0,0,1,0
1030,tt3510098,5,1,0,0,0,0,1,0,0,1,0
1030,tt0454876,2,0,1,0,0,1,0,0,0,1,0
1030,tt3793764,2,0,1,0,0,1,0,0,0,1,0
1030,tt0268380,5,0,1,0,0,1,0,0,0,1,0
1030,tt0138097,3,0,1,0,0,1,0,0,0,1,0
1030,tt3510098,5,0,1,0,0,1,0,0,0,1,0
1030,tt0454876,5,0,0,0,1,0,1,0,0,1,0
1030,tt3793764,2,0,0,0,1,0,1,0,0,1,0
1030,tt0268380,3,0,0,0,1,0,1,0,0,1,0
1030,tt0138097,5,0,0,0,1,0,1,0,0,1,0
1030,tt3510098,3,0,0,0,1,0,1,0,0,1,0
1030,ttnanana1,1,1,0,0,0,0,1,0,0,1,0
1030,tt0993846,1,1,0,0,0,0,1,0,0,1,0
1030,tt0110475,1,1,0,0,0,0,1,0,0,1,0
1030,ttnanana1,1,1,0,0,0,0,1,0,0,0,1
1030,tt0993846,1,1,0,0,0,0,1,0,0,0,1
1030,tt0110475,1,1,0,0,0,0,1,0,0,0,1
1030,ttnanana1,1,0,1,0,0,1,0,0,0,0,1
1030,tt0993846,1,0,1,0,0,1,0,0,0,0,1
1030,tt0110475,1,0,1,0,0,1,0,0,0,0,1
1094,tt1369829,5,0,0,1,0,0,0,1,1,0,0
1094,tt0181689,5,0,0,1,0,0,0,1,1,0,0
1094,tt0120912,4,0,0,1,0,0,0,1,1,0,0
1094,tt0356910,3,0,0,1,0,0,0,1,1,0,0
1094,tt1657301,5,0,0,1,0,0,0,1,1,0,0
1094,tt3793764,4,0,0,1,0,0,0,1,1,0,0
1094,tt0462538,4,0,0,1,0,0,0,1,1,0,0
1094,tt1232829,5,0,0,1,0,0,0,1,1,0,0
1094,ttnanana1,3,0,0,1,0,0,0,1,1,0,0
1094,tt0405422,5,0,0,1,0,0,0,1,1,0,0
1094,tt1596343,4,0,0,1,0,0,0,1,1,0,0
1094,tt0114369,5,0,0,1,0,0,0,1,1,0,0
1094,tt0232500,4,0,0,1,0,0,0,1,1,0,0
1094,tt0293662,5,0,0,1,0,0,0,1,1,0,0
1094,tt0169547,4,0,0,1,0,0,0,1,1,0,0
1094,tt1478338,5,0,0,1,0,0,0,1,1,0,0
1094,tt1375666,5,0,0,1,0,0,0,1,1,0,0
1094,tt0289879,5,0,0,1,0,0,0,1,1,0,0
1094,tt0133093,4,0,0,1,0,0,0,1,1,0,0
1094,tt0382625,2,0,0,1,0,0,0,1,1,0,0
1094,tt1133985,2,0,0,1,0,0,0,1,1,0,0
1094,ttnanana2,2,0,0,1,0,0,0,1,1,0,0
1107,tt1190080,4,0,0,1,0,0,0,1,1,0,0
1107,tt1657301,4,0,0,1,0,0,0,1,1,0,0
1107,tt0413267,3,0,0,1,0,0,0,1,1,0,0
1107,tt1232829,3,0,0,1,0,0,0,1,1,0,0
